text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,trust
nờ ô nô,20,0,2024-07-17T10:22:57.000Z,abc337247,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7341333444184065032,7392548252703605511,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5d470ed2f9f2fcf133b2dae639d7b4d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5192f41f&x-expires=1768554000&x-signature=zqQPjR6kWtjBxfnX2Q3t7TTmevE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
ai tag tui dô video bà lou lê vs tui kím ko thấy,0,0,2024-07-22T04:21:49.000Z,su.09874,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7276429086972183558,7394310588627993362,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0cd7944b4bcda250c7812d67c8b4dc60~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=416e0475&x-expires=1768554000&x-signature=iZs7ABAxyma2kouRNkBYAxgemNU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
fl ib tui gửi😇,1,0,2024-07-18T05:28:46.000Z,nbth.05042013,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7073245478276973595,7392843527161873170,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bd065add0a0deb97b29d66391340ed5b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c09ce5d5&x-expires=1768554000&x-signature=oa51KRjtxx66%2BkPQGkhhL3z%2BcK4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
vụ gì v,0,0,2025-12-30T12:45:00.000Z,vkiu2017,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7569922977023017992,7589631089796252424,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c40321f7b063f99ee2df48853a8afa61~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fa0a82ce&x-expires=1768554000&x-signature=%2BYntqYy3MeQvkQfsIdgWYtC0zn8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Trà không đắng chứ ngọt hả anh ơi😭,1,0,2024-07-18T14:15:42.000Z,.shin2nz_,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7310945960757494786,7392979327971279624,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/de635adfa6b23ede863a8fc99f5c7441~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=10bc7d3c&x-expires=1768554000&x-signature=g6zM9Ood89WOgscpyvW6IpDp3N8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
nhà t cách phúc long có 8 phút 😭😭😭,1,0,2024-07-19T15:40:11.000Z,sibidi12123,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,6782884544368264193,7393372095718261505,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/da5e2bf647d42807e9d6882882827b96~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=be025cca&x-expires=1768554000&x-signature=tvscH3WIbxCDhejniVw9DE1ogTg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Là án mạng đó ông già ơi😭,0,0,2025-07-11T06:36:07.000Z,ng.cutii19,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7482779012222944263,7525709388548621064,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8107b7c4c5ba9555757cf8d44ef8243b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a4328f89&x-expires=1768554000&x-signature=Z%2BVeFj9yz8SBK9hSHUy05uIuJEw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Anh đã khác ☺️,1,0,2024-07-18T22:55:51.000Z,kakamaidinh2007,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7036668235592926209,7393113284482925320,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1830a2dafcae9e48be318ae2f7738918~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5bbf81eb&x-expires=1768554000&x-signature=31TqmHJo%2BhmtIXsZmN%2BukkZQS%2BY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
lát nữa og chủ lấy hàng lạnh ra hỏi:)))),1,0,2024-07-24T11:28:43.000Z,dat_blue,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7073145441907835931,7395162806133506823,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7e9f51299e217eece4f3c738f4c62839~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea2ca06f&x-expires=1768554000&x-signature=QHuJ1aRBd37%2B%2BoHdwVd7oNb9S%2Bw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
j vậy mng? mik ko bt nói cho mik nghe với ạ? [loveface],1,0,2024-07-18T17:05:47.000Z,m.thngg1,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7299315485841589253,7393023073484210945,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3ae85a719d96bd834f5f3193b9e3345c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e1f19e68&x-expires=1768554000&x-signature=WqBnXNZ2CxgVopug7jnA8hNwQQc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
R r anh ơi,1,0,2024-07-17T16:41:00.000Z,bnguyen_tbangg,https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896,7274080820364231682,7392645681644667655,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/545a7b4d26aa10cb64672dd0357d5a54~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=af9139db&x-expires=1768554000&x-signature=X%2FU7oP0yv7%2B8SoI4YVAXJ69IE94%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Hahah you didn’t say it. 😂😂😂,0,0,2026-01-15T09:04:42.000Z,nicholsng,https://www.tiktok.com/@saigonpgk/video/7595231027195415838,6842924463819801605,7595511100352611102,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/af707612efbdebeb25bc049644e38aaf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1662458a&x-expires=1768554000&x-signature=jbrnGgX2JDmUqGikvC%2Fh2SoiEVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
your adorable..,0,1,2026-01-14T14:59:25.000Z,nutrongraphics,https://www.tiktok.com/@saigonpgk/video/7595231027195415838,7477726276813325343,7595231826169529143,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/27bfc247b0532645f696d90d9d9ed6ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=774ae8c1&x-expires=1768554000&x-signature=OK%2BeAChNo1hgoMjRKOxobMxQ2cQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
👍👍👍,1,0,2026-01-15T03:23:09.000Z,ongchu45,https://www.tiktok.com/@saigonpgk/video/7595231027195415838,7089073500388180993,7595423600682959633,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/458d72d1cdc84086d9b5ddfa3925f684~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d6a6736&x-expires=1768554000&x-signature=eCduN5mIvn5S358Z%2BH3U%2BppXoaE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
"Hhha, lài đác thơm ít ngọt thật nhiều trà mới đã :))) nó chát hết cái miệng nhưng đã😂",16,5,2024-07-21T12:12:48.000Z,nini2601,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6560576166440501249,7394060895749636872,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/02099d160577643b620d854c45d2c5ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a5f361d5&x-expires=1768554000&x-signature=xgJ5vN62AvzdEm5QJv5ETnrI45U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Lucky tea điii mấy chaa 😅,2,1,2024-07-21T08:26:43.000Z,hieulamcontent,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,7371364330148906002,7394002595084387090,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/436a7f306eda5a58240f8ed2a6625c06~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=87e381f4&x-expires=1768554000&x-signature=gPrUzatPdTxDVcfQa%2BBPMJtBwCI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Lucky tea ít ngọt nhìu trà là số mụt 💕,3,1,2024-07-21T15:42:08.000Z,louis.louu,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6515984336532504577,7394114835137708807,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6b38bd2da05224786ebc66830a443b9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8ad773b1&x-expires=1768554000&x-signature=7cBRaS%2F6KeKxpQE6TUnNYgFTyIM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Trà lài đác thơm PL có tẩm gì không sao t bỏ hết mấy món khác luôn rồi 🤣,2,0,2024-07-21T09:00:39.000Z,snake2handne,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6973293005907313665,7394011379541246738,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/21d0e835de869588c26bdc2337b6c37e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=89be33d4&x-expires=1768554000&x-signature=K9H0JbjGplL0LaYoXTF0afpRAbM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
còn tui là nhiều ngọt nhiều trà=)),1,3,2024-07-21T17:17:45.000Z,duonh17_12,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6558332080731914241,7394139422008230673,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/0c0585079cb75139135646bbde443c64~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=82e79253&x-expires=1768554000&x-signature=21AIa9lqVsxgcXMjOXKB2ZwB3Ig%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Cho mình 1 ly trà lài đác thơm không đường không sirup nhiều trà😅,3,1,2024-07-21T22:32:27.000Z,dim.my4120,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6972821389062800386,7394220347372061457,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d60abb495f01a6cfc5ed378e1cc4a15d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5dc7e660&x-expires=1768554000&x-signature=3zFAl1W350ci9MpsHBunSoZlyb4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Đác thơm với vải nào ngon hơn zịiii,1,1,2024-07-21T14:43:06.000Z,huelwen_laura,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,68097600582,7394099619574547208,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/a91a826c0be57c2e89ab20f411e86000~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2d1ada2&x-expires=1768554000&x-signature=WS3w5NM9RSWgfffuQtEDGz1oD10%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
cái ngữ ít ngọt nhiều trà giống t z keo 🥰,1,2,2024-07-21T16:03:03.000Z,_itstngi,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6585695854257799169,7394120229893309192,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b6fee398221cddce4df7a3890477dcde~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4f30491b&x-expires=1768554000&x-signature=5oyXtxb91yG8PXytILANIJEqNBg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
E Lucky nhiều trà nhiều ngọt 🤭,0,0,2024-10-12T05:59:49.000Z,tynguyen1992,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6742038839940760578,7424764864873202450,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/6b6aadeca97cea87ce83ca2c4d0206e9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1e14773f&x-expires=1768554000&x-signature=luoJOIgdh3huHhNAFD9MOCvCEKo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
"Lài đác thơm ít trà ạ, uống PL nhma bị hèn á",0,0,2024-08-07T15:52:48.000Z,matcuoihihi,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6640076399585607681,7400426063429894932,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/db22f47630f1d2eda75b271af9b35e28~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e154bf3e&x-expires=1768554000&x-signature=te8SksmzOAUpmnOtCcg7YVdaAus%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Team ít ngọt nhìu trà 😂,1,1,2024-07-21T14:52:09.000Z,yiianmee,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6637294723063939074,7394101881352930064,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d7e174e4ec07a2182af10d8359cc4685~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2833844f&x-expires=1768554000&x-signature=Fo6Rn1tm0baTKzEBMhAKYuHGxZ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Team 200% đường 🙋🏻‍♀️🙋🏻‍♀️,1,1,2024-07-21T08:29:29.000Z,_kissybabiii,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6536055741026746370,7394003314260394760,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/11edc9ed17496070f1e119805c6cddc0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=93fd0551&x-expires=1768554000&x-signature=Kg4zP8bSNHS678wSeKnjlDXwUzE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Trà lài 10 điểm má ơi uống nghiện xỉu,1,1,2024-07-21T12:53:36.000Z,hochoikinhnghiem1,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,7210220595337233409,7394071361247445777,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0138d5fb40de9f7171a2932c454e1db1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4ef85523&x-expires=1768554000&x-signature=tKKdz%2Furx8Ln6XL1bjvYoAHRYjQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
tui team bạn nữ 🤣,0,0,2024-08-16T15:24:25.000Z,embeiucua_taeyeon,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6586228257905278977,7403758524788048648,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/84a3cba9245ef09e1e0cd2d13cd8a22d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3d648366&x-expires=1768554000&x-signature=7c4t9lHUajktyJrIcb49wsO%2FwX8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Team ngọt nhìuuu 😂😂,1,1,2024-07-21T14:45:57.000Z,h.gnuhn,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6846274216171193346,7394100349642179344,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e7c278354105001ba85b1250df239a1c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a417984c&x-expires=1768554000&x-signature=TUt7%2BThl3KuD1HafSut68PY3xNQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Còn tui thì auto trà sữa PL x2 sữa,1,1,2024-07-21T11:14:22.000Z,phanthu_39,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6971084771548562434,7394045845236663048,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/54b66fc4be99eea956f1f1363f596614~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=706f7d58&x-expires=1768554000&x-signature=p8Dw7JNtAICeTkyf3kezag8G1IY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Tui sau khi PL về tay Masan: 1 ly vải lài thêm nước vải/syrup vải + nước cốt chanh :)),1,1,2024-07-21T17:06:20.000Z,sweetie.bae158,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6786276887863034881,7394136522147201799,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d0d53c2df8e81d82900a88efb2f33c8d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0ca4a963&x-expires=1768554000&x-signature=%2Bcl1%2B%2Bd5y8WbmGuzzKz2eH7WKeo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Lài đác thơm ngon thiệt team ít ngọt,37,4,2024-07-21T09:26:11.000Z,cim.ngaan590,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,7109070604720587777,7394017956139533064,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/39965ceefa084fe1ddd77d63b415d856~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2bd70e4c&x-expires=1768554000&x-signature=o%2FSQpSo6PCFdzMmD9t5WedmyqRY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
@Mẹ của Matthias🐉,0,0,2025-03-29T15:38:07.000Z,cucd410,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,7098956971537777665,7487256181627568914,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/806af476d3125ddc253e48013bfe9fb7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c096827c&x-expires=1768554000&x-signature=C9fCnhPTAgC5MLa3Ia6IcMxH0cs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
@Tr.inhhh,2,1,2024-07-21T12:03:04.000Z,trafdauwtuoiw,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6639129377358528514,7394058385212490514,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ed7a1e346c691c28db3ca776b085d26a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=adcc732e&x-expires=1768554000&x-signature=YLDgLhze5CF3mbEXg5KgixGsUnU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
@Meo con zui zẻ,1,0,2024-07-21T18:34:52.000Z,phoebemi__,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,7023365179266974747,7394159334631047954,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c2a6c58d229171837607f32909aa245f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9a326fed&x-expires=1768554000&x-signature=wbjMz0z1E5m%2F4xUxv1vjC9AWEow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
😳,0,0,2025-05-02T11:06:55.000Z,phongtrotpthuducq9,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6674928438270641154,7499803141774754568,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3896a149b6ebc4a2745f1b1cc91bb397~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=018590dd&x-expires=1768554000&x-signature=0a1LMGE4BS9Z8FXW1hiz7VAhPwA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
🥰🥰🥰,0,0,2025-03-18T07:51:55.000Z,ng.diep9648,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,7328038312530396162,7483054060007752456,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/896528fe6795a064c8d85feed084f915~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2fbd5f34&x-expires=1768554000&x-signature=USXS%2FcWHE2rne7f%2FE4uVz3dbxr0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
🥰🥰🥰,0,0,2025-01-22T07:32:43.000Z,btwhiits__,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,7261257225393652754,7462639383843373844,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/76853485c5d7b2a52498c2f950e15aab~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=01d2b22e&x-expires=1768554000&x-signature=kN%2BKbaQLuNpsCZRcJz%2F3PEHETYY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
@Na Nè 🌻,0,0,2024-09-03T09:41:54.000Z,hachau_,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6814855585642595330,7410349776653075208,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7330274646438690834~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e7ada328&x-expires=1768554000&x-signature=IeYcz8gyAe9iz2uDg%2Fvnfe9yRjY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Màu mè gọi vải lài đậm trà ít ngọt nó đắng nghét 😫 uống k nỗi,1,1,2024-07-21T19:53:41.000Z,uugieon2563,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6830350954253714434,7394179525544755984,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9cb1147044c7a6bd730f5d7133ef0e57~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f9e885ff&x-expires=1768554000&x-signature=B98fMrmgi8lC4Loi06VGf3aNFRY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
@jaiko,1,0,2024-07-22T08:26:08.000Z,nkhnho,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6784239398323061762,7394373557848113928,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0944627ead89bd2ef814ea2a8c1b283a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e136d9c3&x-expires=1768554000&x-signature=nCpHO247SeX7vOvf876rgIfzVmQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Ty nào hay ún PLong đọc sdt này khi mua đc giảm 15% nhé hihi 0️⃣76 7932 7hai0,0,0,2024-12-15T01:06:05.000Z,danggiamcan272,https://www.tiktok.com/@minhhieunn/video/7394001842608393490,6660834956007555074,7448438555984888584,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5b077dadd5c98dfb9b07e5838f92111c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=93d57f3f&x-expires=1768554000&x-signature=7dKXGUEuYWmCeN4Z5dCRkoqfDEQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
i could drink all that,0,1,2025-04-17T12:21:57.000Z,zoruia,https://www.tiktok.com/@yeudalatasmr/video/7494239755173989663,7017134466725741574,7494256067260367662,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7388364078734901294~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7938553&x-expires=1768554000&x-signature=BB%2FPYdnl9PmCJL%2BeeTqZiYwJ4Ok%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
ỏ💖,1,1,2025-09-08T02:35:13.000Z,meowi601,https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472,7335019309313852418,7547541261294830354,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6145ff7bb2453e287f633e08a0441a61~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bc481a88&x-expires=1768554000&x-signature=1m5GXIQelbXEP0G1vrikQDlzkRI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
Lướt lướt thấy quen quen hình như bé này hồi nhỏ hát bài bống bống bang bang nek hay mở cho con gái xem ☺️☺️,1,0,2025-09-08T20:30:14.000Z,thaohoang199x,https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472,6814440822693315586,7547818332935389970,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0da14e244c92580ebecf7bfd414801fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d9cdd797&x-expires=1768554000&x-signature=DRfVnv4AKjTtS7IDJv9PyFGbt7M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,
"=))))) úi chị bào ngư này, đố chị biết em là ai 😋",1,0,2025-09-09T01:53:46.000Z,nwntk._,https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472,7419221412362355754,7547901681154786103,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7dfd360d222e40468b426a08f72b688c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=19ba034e&x-expires=1768554000&x-signature=WHMZOeZdIboJrzi5PSfcAGitfGY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,
